Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,Team,Position,Circuit,Code
VER,1,45,0 days 00:01:35.747000,0 days 00:00:30.587000,0 days 00:00:41.430000,0 days 00:00:23.730000,SOFT,5,4,Red Bull Racing,2,Bahrain,BHR22
VER,1,51,0 days 00:01:35.440000,0 days 00:00:30.521000,0 days 00:00:41.270000,0 days 00:00:23.649000,SOFT,11,4,Red Bull Racing,2,Bahrain,BHR22
VER,1,52,0 days 00:01:35.462000,0 days 00:00:30.578000,0 days 00:00:41.319000,0 days 00:00:23.565000,SOFT,12,4,Red Bull Racing,2,Bahrain,BHR22
VER,1,53,0 days 00:01:35.927000,0 days 00:00:30.517000,0 days 00:00:41.435000,0 days 00:00:23.975000,SOFT,13,4,Red Bull Racing,2,Bahrain,BHR22
VER,1,54,0 days 00:02:04.094000,0 days 00:00:31.367000,0 days 00:00:43.081000,0 days 00:00:49.646000,SOFT,14,4,Red Bull Racing,13,Bahrain,BHR22
GAS,10,1,0 days 00:01:44.270000,,0 days 00:00:44.153000,0 days 00:00:24.667000,SOFT,4,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,2,0 days 00:01:40.169000,0 days 00:00:32.180000,0 days 00:00:43.326000,0 days 00:00:24.663000,SOFT,5,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,3,0 days 00:01:39.968000,0 days 00:00:31.940000,0 days 00:00:43.366000,0 days 00:00:24.662000,SOFT,6,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,4,0 days 00:01:40.158000,0 days 00:00:31.770000,0 days 00:00:43.681000,0 days 00:00:24.707000,SOFT,7,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,5,0 days 00:01:40.249000,0 days 00:00:31.849000,0 days 00:00:43.679000,0 days 00:00:24.721000,SOFT,8,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,6,0 days 00:01:40.474000,0 days 00:00:31.986000,0 days 00:00:43.748000,0 days 00:00:24.740000,SOFT,9,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,7,0 days 00:01:40.433000,0 days 00:00:31.942000,0 days 00:00:43.660000,0 days 00:00:24.831000,SOFT,10,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,8,0 days 00:01:40.684000,0 days 00:00:32.096000,0 days 00:00:43.852000,0 days 00:00:24.736000,SOFT,11,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,9,0 days 00:01:40.844000,0 days 00:00:32.023000,0 days 00:00:43.971000,0 days 00:00:24.850000,SOFT,12,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,10,0 days 00:01:40.981000,0 days 00:00:32.112000,0 days 00:00:44.021000,0 days 00:00:24.848000,SOFT,13,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,11,0 days 00:01:41.089000,0 days 00:00:32.157000,0 days 00:00:44.084000,0 days 00:00:24.848000,SOFT,14,1,AlphaTauri,8,Bahrain,BHR22
GAS,10,12,0 days 00:01:41.347000,0 days 00:00:32.263000,0 days 00:00:44.217000,0 days 00:00:24.867000,SOFT,15,1,AlphaTauri,7,Bahrain,BHR22
GAS,10,13,0 days 00:01:41.256000,0 days 00:00:32.221000,0 days 00:00:44.161000,0 days 00:00:24.874000,SOFT,16,1,AlphaTauri,7,Bahrain,BHR22
GAS,10,14,0 days 00:01:44.005000,0 days 00:00:32.311000,0 days 00:00:44.130000,0 days 00:00:27.564000,SOFT,17,1,AlphaTauri,7,Bahrain,BHR22
GAS,10,16,0 days 00:01:38.705000,0 days 00:00:31.029000,0 days 00:00:43.445000,0 days 00:00:24.231000,MEDIUM,2,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,17,0 days 00:01:38.868000,0 days 00:00:31.602000,0 days 00:00:42.982000,0 days 00:00:24.284000,MEDIUM,3,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,18,0 days 00:01:38.888000,0 days 00:00:31.560000,0 days 00:00:42.964000,0 days 00:00:24.364000,MEDIUM,4,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,19,0 days 00:01:39.416000,0 days 00:00:31.764000,0 days 00:00:43.257000,0 days 00:00:24.395000,MEDIUM,5,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,20,0 days 00:01:39.134000,0 days 00:00:31.650000,0 days 00:00:43.006000,0 days 00:00:24.478000,MEDIUM,6,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,21,0 days 00:01:39.083000,0 days 00:00:31.628000,0 days 00:00:43.073000,0 days 00:00:24.382000,MEDIUM,7,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,22,0 days 00:01:39.152000,0 days 00:00:31.613000,0 days 00:00:43.180000,0 days 00:00:24.359000,MEDIUM,8,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,23,0 days 00:01:39.310000,0 days 00:00:31.742000,0 days 00:00:43.158000,0 days 00:00:24.410000,MEDIUM,9,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,24,0 days 00:01:39.363000,0 days 00:00:31.692000,0 days 00:00:43.182000,0 days 00:00:24.489000,MEDIUM,10,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,25,0 days 00:01:39.485000,0 days 00:00:31.675000,0 days 00:00:43.389000,0 days 00:00:24.421000,MEDIUM,11,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,26,0 days 00:01:39.513000,0 days 00:00:31.699000,0 days 00:00:43.271000,0 days 00:00:24.543000,MEDIUM,12,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,27,0 days 00:01:39.919000,0 days 00:00:32.171000,0 days 00:00:43.305000,0 days 00:00:24.443000,MEDIUM,13,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,28,0 days 00:01:39.665000,0 days 00:00:31.776000,0 days 00:00:43.439000,0 days 00:00:24.450000,MEDIUM,14,2,AlphaTauri,7,Bahrain,BHR22
GAS,10,29,0 days 00:01:39.677000,0 days 00:00:31.863000,0 days 00:00:43.331000,0 days 00:00:24.483000,MEDIUM,15,2,AlphaTauri,7,Bahrain,BHR22
GAS,10,30,0 days 00:01:39.800000,0 days 00:00:31.846000,0 days 00:00:43.318000,0 days 00:00:24.636000,MEDIUM,16,2,AlphaTauri,7,Bahrain,BHR22
GAS,10,31,0 days 00:01:40.874000,0 days 00:00:32.457000,0 days 00:00:43.773000,0 days 00:00:24.644000,MEDIUM,17,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,32,0 days 00:01:42.305000,0 days 00:00:31.928000,0 days 00:00:43.438000,0 days 00:00:26.939000,MEDIUM,18,2,AlphaTauri,8,Bahrain,BHR22
GAS,10,34,0 days 00:01:37.324000,0 days 00:00:31.172000,0 days 00:00:42.224000,0 days 00:00:23.928000,HARD,2,3,AlphaTauri,10,Bahrain,BHR22
GAS,10,35,0 days 00:01:37.540000,0 days 00:00:31.280000,0 days 00:00:42.286000,0 days 00:00:23.974000,HARD,3,3,AlphaTauri,9,Bahrain,BHR22
GAS,10,36,0 days 00:01:39.827000,0 days 00:00:32.403000,0 days 00:00:43.205000,0 days 00:00:24.219000,HARD,4,3,AlphaTauri,10,Bahrain,BHR22
GAS,10,37,0 days 00:01:39.596000,0 days 00:00:31.695000,0 days 00:00:43.155000,0 days 00:00:24.746000,HARD,5,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,38,0 days 00:01:38.221000,0 days 00:00:31.087000,0 days 00:00:42.988000,0 days 00:00:24.146000,HARD,6,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,39,0 days 00:01:38.552000,0 days 00:00:31.608000,0 days 00:00:42.857000,0 days 00:00:24.087000,HARD,7,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,40,0 days 00:01:38.204000,0 days 00:00:31.492000,0 days 00:00:42.613000,0 days 00:00:24.099000,HARD,8,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,41,0 days 00:01:38.301000,0 days 00:00:31.523000,0 days 00:00:42.621000,0 days 00:00:24.157000,HARD,9,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,42,0 days 00:01:38.329000,0 days 00:00:31.453000,0 days 00:00:42.692000,0 days 00:00:24.184000,HARD,10,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,43,0 days 00:01:38.478000,0 days 00:00:31.468000,0 days 00:00:42.816000,0 days 00:00:24.194000,HARD,11,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,44,0 days 00:01:38.704000,0 days 00:00:31.563000,0 days 00:00:42.866000,0 days 00:00:24.275000,HARD,12,3,AlphaTauri,8,Bahrain,BHR22
GAS,10,45,,,,,HARD,13,3,AlphaTauri,,Bahrain,BHR22
PER,11,1,0 days 00:01:42.993000,,0 days 00:00:43.551000,0 days 00:00:24.454000,SOFT,4,1,Red Bull Racing,6,Bahrain,BHR22
PER,11,2,0 days 00:01:39.092000,0 days 00:00:31.632000,0 days 00:00:42.939000,0 days 00:00:24.521000,SOFT,5,1,Red Bull Racing,6,Bahrain,BHR22
PER,11,3,0 days 00:01:39.473000,0 days 00:00:31.789000,0 days 00:00:43.115000,0 days 00:00:24.569000,SOFT,6,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,4,0 days 00:01:38.741000,0 days 00:00:31.361000,0 days 00:00:42.855000,0 days 00:00:24.525000,SOFT,7,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,5,0 days 00:01:38.861000,0 days 00:00:31.357000,0 days 00:00:42.876000,0 days 00:00:24.628000,SOFT,8,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,6,0 days 00:01:39.218000,0 days 00:00:31.531000,0 days 00:00:43.144000,0 days 00:00:24.543000,SOFT,9,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,7,0 days 00:01:39.264000,0 days 00:00:31.437000,0 days 00:00:43.135000,0 days 00:00:24.692000,SOFT,10,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,8,0 days 00:01:39.825000,0 days 00:00:31.287000,0 days 00:00:43.774000,0 days 00:00:24.764000,SOFT,11,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,9,0 days 00:01:40.215000,0 days 00:00:31.759000,0 days 00:00:43.742000,0 days 00:00:24.714000,SOFT,12,1,Red Bull Racing,5,Bahrain,BHR22
PER,11,10,0 days 00:01:39.806000,0 days 00:00:31.619000,0 days 00:00:43.537000,0 days 00:00:24.650000,SOFT,13,1,Red Bull Racing,4,Bahrain,BHR22
PER,11,11,0 days 00:01:39.931000,0 days 00:00:31.796000,0 days 00:00:43.358000,0 days 00:00:24.777000,SOFT,14,1,Red Bull Racing,4,Bahrain,BHR22
PER,11,12,0 days 00:01:39.754000,0 days 00:00:31.655000,0 days 00:00:43.371000,0 days 00:00:24.728000,SOFT,15,1,Red Bull Racing,4,Bahrain,BHR22
PER,11,13,0 days 00:01:39.992000,0 days 00:00:31.863000,0 days 00:00:43.419000,0 days 00:00:24.710000,SOFT,16,1,Red Bull Racing,4,Bahrain,BHR22
PER,11,14,0 days 00:01:40.035000,0 days 00:00:31.844000,0 days 00:00:43.364000,0 days 00:00:24.827000,SOFT,17,1,Red Bull Racing,3,Bahrain,BHR22
PER,11,15,0 days 00:01:42.445000,0 days 00:00:31.761000,0 days 00:00:43.441000,0 days 00:00:27.243000,SOFT,18,1,Red Bull Racing,2,Bahrain,BHR22
PER,11,17,0 days 00:01:36.634000,0 days 00:00:31.025000,0 days 00:00:41.657000,0 days 00:00:23.952000,MEDIUM,2,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,18,0 days 00:01:36.852000,0 days 00:00:31.103000,0 days 00:00:41.784000,0 days 00:00:23.965000,MEDIUM,3,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,19,0 days 00:01:37.214000,0 days 00:00:31.154000,0 days 00:00:41.979000,0 days 00:00:24.081000,MEDIUM,4,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,20,0 days 00:01:37.532000,0 days 00:00:31.247000,0 days 00:00:42.166000,0 days 00:00:24.119000,MEDIUM,5,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,21,0 days 00:01:37.629000,0 days 00:00:31.214000,0 days 00:00:42.197000,0 days 00:00:24.218000,MEDIUM,6,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,22,0 days 00:01:37.862000,0 days 00:00:31.232000,0 days 00:00:42.361000,0 days 00:00:24.269000,MEDIUM,7,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,23,0 days 00:01:37.960000,0 days 00:00:31.230000,0 days 00:00:42.415000,0 days 00:00:24.315000,MEDIUM,8,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,24,0 days 00:01:38.155000,0 days 00:00:31.242000,0 days 00:00:42.588000,0 days 00:00:24.325000,MEDIUM,9,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,25,0 days 00:01:38.419000,0 days 00:00:31.427000,0 days 00:00:42.692000,0 days 00:00:24.300000,MEDIUM,10,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,26,0 days 00:01:38.693000,0 days 00:00:31.468000,0 days 00:00:42.851000,0 days 00:00:24.374000,MEDIUM,11,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,27,0 days 00:01:38.563000,0 days 00:00:31.449000,0 days 00:00:42.795000,0 days 00:00:24.319000,MEDIUM,12,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,28,0 days 00:01:38.697000,0 days 00:00:31.480000,0 days 00:00:42.886000,0 days 00:00:24.331000,MEDIUM,13,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,29,0 days 00:01:38.990000,0 days 00:00:31.516000,0 days 00:00:43.055000,0 days 00:00:24.419000,MEDIUM,14,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,30,0 days 00:01:38.879000,0 days 00:00:31.547000,0 days 00:00:42.883000,0 days 00:00:24.449000,MEDIUM,15,2,Red Bull Racing,4,Bahrain,BHR22
PER,11,31,0 days 00:01:39.292000,0 days 00:00:31.717000,0 days 00:00:43.018000,0 days 00:00:24.557000,MEDIUM,16,2,Red Bull Racing,3,Bahrain,BHR22
PER,11,32,0 days 00:01:39.222000,0 days 00:00:31.631000,0 days 00:00:43.057000,0 days 00:00:24.534000,MEDIUM,17,2,Red Bull Racing,2,Bahrain,BHR22
PER,11,33,0 days 00:01:41.868000,0 days 00:00:31.657000,0 days 00:00:43.109000,0 days 00:00:27.102000,MEDIUM,18,2,Red Bull Racing,2,Bahrain,BHR22
PER,11,35,0 days 00:01:36.302000,0 days 00:00:30.876000,0 days 00:00:41.565000,0 days 00:00:23.861000,SOFT,5,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,36,0 days 00:01:36.511000,0 days 00:00:30.992000,0 days 00:00:41.679000,0 days 00:00:23.840000,SOFT,6,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,37,0 days 00:01:37.119000,0 days 00:00:31.087000,0 days 00:00:42.061000,0 days 00:00:23.971000,SOFT,7,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,38,0 days 00:01:36.755000,0 days 00:00:30.930000,0 days 00:00:41.873000,0 days 00:00:23.952000,SOFT,8,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,39,0 days 00:01:36.987000,0 days 00:00:30.955000,0 days 00:00:41.949000,0 days 00:00:24.083000,SOFT,9,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,40,0 days 00:01:37.178000,0 days 00:00:31.155000,0 days 00:00:41.999000,0 days 00:00:24.024000,SOFT,10,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,41,0 days 00:01:37.639000,0 days 00:00:31.155000,0 days 00:00:42.332000,0 days 00:00:24.152000,SOFT,11,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,42,0 days 00:01:37.255000,0 days 00:00:31.085000,0 days 00:00:42.139000,0 days 00:00:24.031000,SOFT,12,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,43,0 days 00:01:40.228000,0 days 00:00:31.173000,0 days 00:00:42.250000,0 days 00:00:26.805000,SOFT,13,3,Red Bull Racing,4,Bahrain,BHR22
PER,11,45,0 days 00:01:43.562000,0 days 00:00:30.784000,0 days 00:00:41.289000,0 days 00:00:31.489000,SOFT,5,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,46,0 days 00:02:08.400000,0 days 00:00:39.258000,0 days 00:00:57.047000,0 days 00:00:32.095000,SOFT,6,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,47,0 days 00:02:12.050000,0 days 00:00:42.339000,0 days 00:00:56.876000,0 days 00:00:32.835000,SOFT,7,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,48,0 days 00:02:16.085000,0 days 00:00:37.655000,0 days 00:01:02.212000,0 days 00:00:36.218000,SOFT,8,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,49,0 days 00:02:25.098000,0 days 00:00:43.474000,0 days 00:01:06.188000,0 days 00:00:35.436000,SOFT,9,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,50,0 days 00:02:21.747000,0 days 00:00:44.248000,0 days 00:00:58.330000,0 days 00:00:39.169000,SOFT,10,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,51,0 days 00:01:36.389000,0 days 00:00:30.881000,0 days 00:00:41.705000,0 days 00:00:23.803000,SOFT,11,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,52,0 days 00:01:36.089000,0 days 00:00:30.825000,0 days 00:00:41.519000,0 days 00:00:23.745000,SOFT,12,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,53,0 days 00:01:36.113000,0 days 00:00:30.794000,0 days 00:00:41.527000,0 days 00:00:23.792000,SOFT,13,4,Red Bull Racing,4,Bahrain,BHR22
PER,11,54,0 days 00:01:36.755000,0 days 00:00:30.895000,0 days 00:00:41.788000,0 days 00:00:24.072000,SOFT,14,4,Red Bull Racing,3,Bahrain,BHR22
PER,11,55,0 days 00:01:36.436000,0 days 00:00:30.854000,0 days 00:00:41.704000,0 days 00:00:23.878000,SOFT,15,4,Red Bull Racing,3,Bahrain,BHR22
PER,11,56,0 days 00:01:36.286000,0 days 00:00:30.819000,0 days 00:00:41.552000,0 days 00:00:23.915000,SOFT,16,4,Red Bull Racing,3,Bahrain,BHR22
PER,11,57,,,,,SOFT,17,4,Red Bull Racing,,Bahrain,BHR22
ALO,14,1,0 days 00:01:45.174000,,0 days 00:00:44.252000,0 days 00:00:24.810000,SOFT,4,1,Alpine,9,Bahrain,BHR22
ALO,14,2,0 days 00:01:40.412000,0 days 00:00:32.208000,0 days 00:00:43.527000,0 days 00:00:24.677000,SOFT,5,1,Alpine,9,Bahrain,BHR22
ALO,14,3,0 days 00:01:40.226000,0 days 00:00:32.073000,0 days 00:00:43.487000,0 days 00:00:24.666000,SOFT,6,1,Alpine,9,Bahrain,BHR22
ALO,14,4,0 days 00:01:40.097000,0 days 00:00:32.043000,0 days 00:00:43.300000,0 days 00:00:24.754000,SOFT,7,1,Alpine,9,Bahrain,BHR22
ALO,14,5,0 days 00:01:40.465000,0 days 00:00:32.045000,0 days 00:00:43.554000,0 days 00:00:24.866000,SOFT,8,1,Alpine,9,Bahrain,BHR22
ALO,14,6,0 days 00:01:40.658000,0 days 00:00:32.105000,0 days 00:00:43.625000,0 days 00:00:24.928000,SOFT,9,1,Alpine,9,Bahrain,BHR22
ALO,14,7,0 days 00:01:40.823000,0 days 00:00:32.196000,0 days 00:00:43.680000,0 days 00:00:24.947000,SOFT,10,1,Alpine,9,Bahrain,BHR22
ALO,14,8,0 days 00:01:42.371000,0 days 00:00:32.863000,0 days 00:00:44.324000,0 days 00:00:25.184000,SOFT,11,1,Alpine,10,Bahrain,BHR22
ALO,14,9,0 days 00:01:41.448000,0 days 00:00:32.246000,0 days 00:00:44.097000,0 days 00:00:25.105000,SOFT,12,1,Alpine,10,Bahrain,BHR22
ALO,14,10,0 days 00:01:41.873000,0 days 00:00:32.304000,0 days 00:00:44.451000,0 days 00:00:25.118000,SOFT,13,1,Alpine,10,Bahrain,BHR22
ALO,14,11,0 days 00:01:44.265000,0 days 00:00:32.531000,0 days 00:00:44.105000,0 days 00:00:27.629000,SOFT,14,1,Alpine,11,Bahrain,BHR22
ALO,14,13,0 days 00:01:39.050000,0 days 00:00:31.641000,0 days 00:00:43.009000,0 days 00:00:24.400000,MEDIUM,2,2,Alpine,17,Bahrain,BHR22
