Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,Team,Position,Circuit,Code
PIA,81,13,0 days 00:01:38.763000,0 days 00:00:31.482000,0 days 00:00:43.069000,0 days 00:00:24.212000,SOFT,16,1,McLaren,1,Bahrain,BHR25
PIA,81,14,0 days 00:01:41.297000,0 days 00:00:31.525000,0 days 00:00:42.952000,0 days 00:00:26.820000,SOFT,17,1,McLaren,1,Bahrain,BHR25
PIA,81,16,0 days 00:01:38.063000,0 days 00:00:31.078000,0 days 00:00:43.003000,0 days 00:00:23.982000,MEDIUM,2,2,McLaren,3,Bahrain,BHR25
PIA,81,17,0 days 00:01:37.733000,0 days 00:00:30.997000,0 days 00:00:42.803000,0 days 00:00:23.933000,MEDIUM,3,2,McLaren,3,Bahrain,BHR25
PIA,81,18,0 days 00:01:37.688000,0 days 00:00:31.042000,0 days 00:00:42.772000,0 days 00:00:23.874000,MEDIUM,4,2,McLaren,1,Bahrain,BHR25
PIA,81,19,0 days 00:01:37.891000,0 days 00:00:31.134000,0 days 00:00:42.835000,0 days 00:00:23.922000,MEDIUM,5,2,McLaren,1,Bahrain,BHR25
PIA,81,20,0 days 00:01:37.504000,0 days 00:00:31.126000,0 days 00:00:42.551000,0 days 00:00:23.827000,MEDIUM,6,2,McLaren,1,Bahrain,BHR25
PIA,81,21,0 days 00:01:37.712000,0 days 00:00:31.053000,0 days 00:00:42.769000,0 days 00:00:23.890000,MEDIUM,7,2,McLaren,1,Bahrain,BHR25
PIA,81,22,0 days 00:01:37.142000,0 days 00:00:31.072000,0 days 00:00:42.247000,0 days 00:00:23.823000,MEDIUM,8,2,McLaren,1,Bahrain,BHR25
PIA,81,23,0 days 00:01:37.933000,0 days 00:00:31.207000,0 days 00:00:42.841000,0 days 00:00:23.885000,MEDIUM,9,2,McLaren,1,Bahrain,BHR25
PIA,81,24,0 days 00:01:37.634000,0 days 00:00:31.153000,0 days 00:00:42.568000,0 days 00:00:23.913000,MEDIUM,10,2,McLaren,1,Bahrain,BHR25
PIA,81,25,0 days 00:01:37.811000,0 days 00:00:31.347000,0 days 00:00:42.591000,0 days 00:00:23.873000,MEDIUM,11,2,McLaren,1,Bahrain,BHR25
PIA,81,26,0 days 00:01:37.390000,0 days 00:00:31.095000,0 days 00:00:42.426000,0 days 00:00:23.869000,MEDIUM,12,2,McLaren,1,Bahrain,BHR25
PIA,81,27,0 days 00:01:37.579000,0 days 00:00:31.064000,0 days 00:00:42.526000,0 days 00:00:23.989000,MEDIUM,13,2,McLaren,1,Bahrain,BHR25
PIA,81,28,0 days 00:01:37.693000,0 days 00:00:31.228000,0 days 00:00:42.482000,0 days 00:00:23.983000,MEDIUM,14,2,McLaren,1,Bahrain,BHR25
PIA,81,29,0 days 00:01:37.677000,0 days 00:00:31.178000,0 days 00:00:42.547000,0 days 00:00:23.952000,MEDIUM,15,2,McLaren,1,Bahrain,BHR25
PIA,81,30,0 days 00:01:37.811000,0 days 00:00:31.408000,0 days 00:00:42.483000,0 days 00:00:23.920000,MEDIUM,16,2,McLaren,1,Bahrain,BHR25
PIA,81,31,0 days 00:01:37.556000,0 days 00:00:31.137000,0 days 00:00:42.532000,0 days 00:00:23.887000,MEDIUM,17,2,McLaren,1,Bahrain,BHR25
PIA,81,32,0 days 00:01:48.702000,0 days 00:00:31.309000,0 days 00:00:42.539000,0 days 00:00:34.854000,MEDIUM,18,2,McLaren,1,Bahrain,BHR25
PIA,81,36,0 days 00:01:35.140000,0 days 00:00:30.548000,0 days 00:00:41.215000,0 days 00:00:23.377000,MEDIUM,4,3,McLaren,1,Bahrain,BHR25
PIA,81,37,0 days 00:01:35.375000,0 days 00:00:30.644000,0 days 00:00:41.272000,0 days 00:00:23.459000,MEDIUM,5,3,McLaren,1,Bahrain,BHR25
PIA,81,38,0 days 00:01:35.997000,0 days 00:00:30.732000,0 days 00:00:41.780000,0 days 00:00:23.485000,MEDIUM,6,3,McLaren,1,Bahrain,BHR25
PIA,81,39,0 days 00:01:36.174000,0 days 00:00:30.738000,0 days 00:00:41.913000,0 days 00:00:23.523000,MEDIUM,7,3,McLaren,1,Bahrain,BHR25
PIA,81,40,0 days 00:01:36.360000,0 days 00:00:30.889000,0 days 00:00:41.986000,0 days 00:00:23.485000,MEDIUM,8,3,McLaren,1,Bahrain,BHR25
PIA,81,41,0 days 00:01:36.326000,0 days 00:00:30.912000,0 days 00:00:41.839000,0 days 00:00:23.575000,MEDIUM,9,3,McLaren,1,Bahrain,BHR25
PIA,81,42,0 days 00:01:36.249000,0 days 00:00:30.950000,0 days 00:00:41.813000,0 days 00:00:23.486000,MEDIUM,10,3,McLaren,1,Bahrain,BHR25
PIA,81,43,0 days 00:01:36.118000,0 days 00:00:30.841000,0 days 00:00:41.710000,0 days 00:00:23.567000,MEDIUM,11,3,McLaren,1,Bahrain,BHR25
PIA,81,44,0 days 00:01:36.289000,0 days 00:00:30.843000,0 days 00:00:41.882000,0 days 00:00:23.564000,MEDIUM,12,3,McLaren,1,Bahrain,BHR25
PIA,81,45,0 days 00:01:36.035000,0 days 00:00:30.853000,0 days 00:00:41.629000,0 days 00:00:23.553000,MEDIUM,13,3,McLaren,1,Bahrain,BHR25
PIA,81,46,0 days 00:01:35.898000,0 days 00:00:30.839000,0 days 00:00:41.526000,0 days 00:00:23.533000,MEDIUM,14,3,McLaren,1,Bahrain,BHR25
PIA,81,47,0 days 00:01:36.090000,0 days 00:00:30.847000,0 days 00:00:41.685000,0 days 00:00:23.558000,MEDIUM,15,3,McLaren,1,Bahrain,BHR25
PIA,81,48,0 days 00:01:36.357000,0 days 00:00:30.826000,0 days 00:00:41.850000,0 days 00:00:23.681000,MEDIUM,16,3,McLaren,1,Bahrain,BHR25
PIA,81,49,0 days 00:01:36.815000,0 days 00:00:31.036000,0 days 00:00:42.078000,0 days 00:00:23.701000,MEDIUM,17,3,McLaren,1,Bahrain,BHR25
PIA,81,50,0 days 00:01:36.263000,0 days 00:00:30.885000,0 days 00:00:41.878000,0 days 00:00:23.500000,MEDIUM,18,3,McLaren,1,Bahrain,BHR25
PIA,81,51,0 days 00:01:36.105000,0 days 00:00:30.851000,0 days 00:00:41.653000,0 days 00:00:23.601000,MEDIUM,19,3,McLaren,1,Bahrain,BHR25
PIA,81,52,0 days 00:01:35.961000,0 days 00:00:30.858000,0 days 00:00:41.503000,0 days 00:00:23.600000,MEDIUM,20,3,McLaren,1,Bahrain,BHR25
PIA,81,53,0 days 00:01:36.333000,0 days 00:00:30.865000,0 days 00:00:41.789000,0 days 00:00:23.679000,MEDIUM,21,3,McLaren,1,Bahrain,BHR25
PIA,81,54,0 days 00:01:36.229000,0 days 00:00:30.936000,0 days 00:00:41.680000,0 days 00:00:23.613000,MEDIUM,22,3,McLaren,1,Bahrain,BHR25
PIA,81,55,0 days 00:01:36.259000,0 days 00:00:30.814000,0 days 00:00:41.864000,0 days 00:00:23.581000,MEDIUM,23,3,McLaren,1,Bahrain,BHR25
PIA,81,56,0 days 00:01:36.243000,0 days 00:00:30.915000,0 days 00:00:41.772000,0 days 00:00:23.556000,MEDIUM,24,3,McLaren,1,Bahrain,BHR25
PIA,81,57,0 days 00:01:36.588000,0 days 00:00:31.162000,0 days 00:00:41.763000,0 days 00:00:23.663000,MEDIUM,25,3,McLaren,1,Bahrain,BHR25
RUS,63,1,0 days 00:01:39.582000,,0 days 00:00:42.305000,0 days 00:00:23.820000,SOFT,4,1,Mercedes,2,Bahrain,BHR25
RUS,63,2,0 days 00:01:37.817000,0 days 00:00:31.075000,0 days 00:00:42.830000,0 days 00:00:23.912000,SOFT,5,1,Mercedes,2,Bahrain,BHR25
RUS,63,3,0 days 00:01:38.286000,0 days 00:00:31.490000,0 days 00:00:42.703000,0 days 00:00:24.093000,SOFT,6,1,Mercedes,2,Bahrain,BHR25
RUS,63,4,0 days 00:01:38.378000,0 days 00:00:31.455000,0 days 00:00:42.808000,0 days 00:00:24.115000,SOFT,7,1,Mercedes,2,Bahrain,BHR25
RUS,63,5,0 days 00:01:38.604000,0 days 00:00:31.416000,0 days 00:00:43.034000,0 days 00:00:24.154000,SOFT,8,1,Mercedes,2,Bahrain,BHR25
RUS,63,6,0 days 00:01:38.467000,0 days 00:00:31.427000,0 days 00:00:42.851000,0 days 00:00:24.189000,SOFT,9,1,Mercedes,2,Bahrain,BHR25
RUS,63,7,0 days 00:01:38.686000,0 days 00:00:31.405000,0 days 00:00:43.002000,0 days 00:00:24.279000,SOFT,10,1,Mercedes,2,Bahrain,BHR25
RUS,63,8,0 days 00:01:39.007000,0 days 00:00:31.534000,0 days 00:00:43.192000,0 days 00:00:24.281000,SOFT,11,1,Mercedes,2,Bahrain,BHR25
RUS,63,9,0 days 00:01:38.900000,0 days 00:00:31.550000,0 days 00:00:43.050000,0 days 00:00:24.300000,SOFT,12,1,Mercedes,2,Bahrain,BHR25
RUS,63,10,0 days 00:01:38.889000,0 days 00:00:31.528000,0 days 00:00:43.040000,0 days 00:00:24.321000,SOFT,13,1,Mercedes,2,Bahrain,BHR25
RUS,63,11,0 days 00:01:39.152000,0 days 00:00:31.474000,0 days 00:00:43.381000,0 days 00:00:24.297000,SOFT,14,1,Mercedes,2,Bahrain,BHR25
RUS,63,12,0 days 00:01:39.098000,0 days 00:00:31.556000,0 days 00:00:43.247000,0 days 00:00:24.295000,SOFT,15,1,Mercedes,2,Bahrain,BHR25
RUS,63,13,0 days 00:01:41.867000,0 days 00:00:31.499000,0 days 00:00:43.339000,0 days 00:00:27.029000,SOFT,16,1,Mercedes,3,Bahrain,BHR25
RUS,63,15,0 days 00:01:37.828000,0 days 00:00:30.826000,0 days 00:00:43.037000,0 days 00:00:23.965000,MEDIUM,2,2,Mercedes,4,Bahrain,BHR25
RUS,63,16,0 days 00:01:38.067000,0 days 00:00:31.186000,0 days 00:00:42.855000,0 days 00:00:24.026000,MEDIUM,3,2,Mercedes,4,Bahrain,BHR25
RUS,63,17,0 days 00:01:38.193000,0 days 00:00:31.217000,0 days 00:00:42.971000,0 days 00:00:24.005000,MEDIUM,4,2,Mercedes,4,Bahrain,BHR25
RUS,63,18,0 days 00:01:38.383000,0 days 00:00:31.203000,0 days 00:00:43.099000,0 days 00:00:24.081000,MEDIUM,5,2,Mercedes,2,Bahrain,BHR25
RUS,63,19,0 days 00:01:38.162000,0 days 00:00:31.217000,0 days 00:00:42.936000,0 days 00:00:24.009000,MEDIUM,6,2,Mercedes,2,Bahrain,BHR25
RUS,63,20,0 days 00:01:38.148000,0 days 00:00:31.218000,0 days 00:00:42.996000,0 days 00:00:23.934000,MEDIUM,7,2,Mercedes,2,Bahrain,BHR25
RUS,63,21,0 days 00:01:37.841000,0 days 00:00:31.152000,0 days 00:00:42.800000,0 days 00:00:23.889000,MEDIUM,8,2,Mercedes,2,Bahrain,BHR25
RUS,63,22,0 days 00:01:37.806000,0 days 00:00:31.216000,0 days 00:00:42.727000,0 days 00:00:23.863000,MEDIUM,9,2,Mercedes,2,Bahrain,BHR25
RUS,63,23,0 days 00:01:38.018000,0 days 00:00:31.297000,0 days 00:00:42.839000,0 days 00:00:23.882000,MEDIUM,10,2,Mercedes,2,Bahrain,BHR25
RUS,63,24,0 days 00:01:37.784000,0 days 00:00:31.260000,0 days 00:00:42.557000,0 days 00:00:23.967000,MEDIUM,11,2,Mercedes,2,Bahrain,BHR25
RUS,63,25,0 days 00:01:38.076000,0 days 00:00:31.398000,0 days 00:00:42.762000,0 days 00:00:23.916000,MEDIUM,12,2,Mercedes,2,Bahrain,BHR25
RUS,63,26,0 days 00:01:38.045000,0 days 00:00:31.318000,0 days 00:00:42.796000,0 days 00:00:23.931000,MEDIUM,13,2,Mercedes,2,Bahrain,BHR25
RUS,63,27,0 days 00:01:37.929000,0 days 00:00:31.254000,0 days 00:00:42.667000,0 days 00:00:24.008000,MEDIUM,14,2,Mercedes,2,Bahrain,BHR25
RUS,63,28,0 days 00:01:37.996000,0 days 00:00:31.307000,0 days 00:00:42.677000,0 days 00:00:24.012000,MEDIUM,15,2,Mercedes,2,Bahrain,BHR25
RUS,63,29,0 days 00:01:37.777000,0 days 00:00:31.280000,0 days 00:00:42.493000,0 days 00:00:24.004000,MEDIUM,16,2,Mercedes,2,Bahrain,BHR25
RUS,63,30,0 days 00:01:37.653000,0 days 00:00:31.312000,0 days 00:00:42.438000,0 days 00:00:23.903000,MEDIUM,17,2,Mercedes,2,Bahrain,BHR25
RUS,63,31,0 days 00:01:38.084000,0 days 00:00:31.295000,0 days 00:00:42.784000,0 days 00:00:24.005000,MEDIUM,18,2,Mercedes,2,Bahrain,BHR25
RUS,63,36,0 days 00:01:35.518000,0 days 00:00:30.752000,0 days 00:00:41.505000,0 days 00:00:23.261000,SOFT,7,3,Mercedes,2,Bahrain,BHR25
RUS,63,37,0 days 00:01:35.842000,0 days 00:00:30.762000,0 days 00:00:41.601000,0 days 00:00:23.479000,SOFT,8,3,Mercedes,2,Bahrain,BHR25
RUS,63,38,0 days 00:01:36.207000,,,,SOFT,9,3,Mercedes,2,Bahrain,BHR25
RUS,63,39,0 days 00:01:36.398000,,,,SOFT,10,3,Mercedes,2,Bahrain,BHR25
RUS,63,40,0 days 00:01:36.471000,,,,SOFT,11,3,Mercedes,2,Bahrain,BHR25
RUS,63,41,0 days 00:01:36.391000,,,,SOFT,12,3,Mercedes,2,Bahrain,BHR25
RUS,63,42,0 days 00:01:36.280000,,,,SOFT,13,3,Mercedes,2,Bahrain,BHR25
RUS,63,43,0 days 00:01:36.665000,,,,SOFT,14,3,Mercedes,2,Bahrain,BHR25
RUS,63,44,0 days 00:01:36.885000,,,,SOFT,15,3,Mercedes,2,Bahrain,BHR25
RUS,63,45,0 days 00:01:36.746000,,,,SOFT,16,3,Mercedes,2,Bahrain,BHR25
RUS,63,46,0 days 00:01:36.456000,,,,SOFT,17,3,Mercedes,2,Bahrain,BHR25
RUS,63,47,0 days 00:01:36.708000,,,,SOFT,18,3,Mercedes,2,Bahrain,BHR25
RUS,63,48,0 days 00:01:36.746000,,,,SOFT,19,3,Mercedes,2,Bahrain,BHR25
RUS,63,49,0 days 00:01:37.315000,,,,SOFT,20,3,Mercedes,2,Bahrain,BHR25
RUS,63,50,0 days 00:01:36.973000,,,,SOFT,21,3,Mercedes,2,Bahrain,BHR25
RUS,63,51,0 days 00:01:37.377000,,,,SOFT,22,3,Mercedes,2,Bahrain,BHR25
RUS,63,52,0 days 00:01:37.281000,,,,SOFT,23,3,Mercedes,2,Bahrain,BHR25
RUS,63,53,0 days 00:01:37.412000,,,,SOFT,24,3,Mercedes,2,Bahrain,BHR25
RUS,63,54,0 days 00:01:37.369000,,,,SOFT,25,3,Mercedes,2,Bahrain,BHR25
RUS,63,55,0 days 00:01:37.387000,,,,SOFT,26,3,Mercedes,2,Bahrain,BHR25
RUS,63,56,0 days 00:01:37.844000,,,,SOFT,27,3,Mercedes,2,Bahrain,BHR25
RUS,63,57,0 days 00:01:37.956000,,,,SOFT,28,3,Mercedes,2,Bahrain,BHR25
NOR,4,1,0 days 00:01:40.424000,,0 days 00:00:42.491000,0 days 00:00:23.969000,SOFT,4,1,McLaren,3,Bahrain,BHR25
NOR,4,2,0 days 00:01:37.910000,0 days 00:00:31.193000,0 days 00:00:42.593000,0 days 00:00:24.124000,SOFT,5,1,McLaren,3,Bahrain,BHR25
NOR,4,3,0 days 00:01:38.417000,0 days 00:00:31.039000,0 days 00:00:43.110000,0 days 00:00:24.268000,SOFT,6,1,McLaren,3,Bahrain,BHR25
NOR,4,4,0 days 00:01:38.235000,0 days 00:00:31.052000,0 days 00:00:42.808000,0 days 00:00:24.375000,SOFT,7,1,McLaren,3,Bahrain,BHR25
NOR,4,5,0 days 00:01:38.604000,0 days 00:00:31.146000,0 days 00:00:43.114000,0 days 00:00:24.344000,SOFT,8,1,McLaren,3,Bahrain,BHR25
NOR,4,6,0 days 00:01:38.570000,0 days 00:00:31.176000,0 days 00:00:43.090000,0 days 00:00:24.304000,SOFT,9,1,McLaren,3,Bahrain,BHR25
NOR,4,7,0 days 00:01:38.468000,0 days 00:00:31.093000,0 days 00:00:42.936000,0 days 00:00:24.439000,SOFT,10,1,McLaren,3,Bahrain,BHR25
NOR,4,8,0 days 00:01:38.970000,0 days 00:00:31.197000,0 days 00:00:43.276000,0 days 00:00:24.497000,SOFT,11,1,McLaren,3,Bahrain,BHR25
NOR,4,9,0 days 00:01:39.104000,0 days 00:00:31.318000,0 days 00:00:43.201000,0 days 00:00:24.585000,SOFT,12,1,McLaren,3,Bahrain,BHR25
NOR,4,10,0 days 00:01:41.534000,0 days 00:00:31.277000,0 days 00:00:42.952000,0 days 00:00:27.305000,SOFT,13,1,McLaren,4,Bahrain,BHR25
NOR,4,12,0 days 00:01:37.867000,0 days 00:00:30.815000,0 days 00:00:43.067000,0 days 00:00:23.985000,MEDIUM,2,2,McLaren,11,Bahrain,BHR25
NOR,4,13,0 days 00:01:37.453000,0 days 00:00:31.024000,0 days 00:00:42.436000,0 days 00:00:23.993000,MEDIUM,3,2,McLaren,10,Bahrain,BHR25
NOR,4,14,0 days 00:01:38.773000,0 days 00:00:31.361000,0 days 00:00:43.039000,0 days 00:00:24.373000,MEDIUM,4,2,McLaren,9,Bahrain,BHR25
NOR,4,15,0 days 00:01:37.747000,0 days 00:00:30.986000,0 days 00:00:42.706000,0 days 00:00:24.055000,MEDIUM,5,2,McLaren,6,Bahrain,BHR25
NOR,4,16,0 days 00:01:38.394000,0 days 00:00:31.244000,0 days 00:00:42.725000,0 days 00:00:24.425000,MEDIUM,6,2,McLaren,5,Bahrain,BHR25
NOR,4,17,0 days 00:01:37.567000,0 days 00:00:30.969000,0 days 00:00:42.575000,0 days 00:00:24.023000,MEDIUM,7,2,McLaren,5,Bahrain,BHR25
NOR,4,18,0 days 00:01:37.670000,0 days 00:00:31.058000,0 days 00:00:42.459000,0 days 00:00:24.153000,MEDIUM,8,2,McLaren,3,Bahrain,BHR25
NOR,4,19,0 days 00:01:37.655000,0 days 00:00:31.238000,0 days 00:00:42.302000,0 days 00:00:24.115000,MEDIUM,9,2,McLaren,3,Bahrain,BHR25
NOR,4,20,0 days 00:01:37.926000,0 days 00:00:31.211000,0 days 00:00:42.683000,0 days 00:00:24.032000,MEDIUM,10,2,McLaren,3,Bahrain,BHR25
NOR,4,21,0 days 00:01:37.983000,0 days 00:00:31.438000,0 days 00:00:42.494000,0 days 00:00:24.051000,MEDIUM,11,2,McLaren,3,Bahrain,BHR25
NOR,4,22,0 days 00:01:37.787000,0 days 00:00:31.271000,0 days 00:00:42.444000,0 days 00:00:24.072000,MEDIUM,12,2,McLaren,3,Bahrain,BHR25
NOR,4,23,0 days 00:01:38.134000,0 days 00:00:31.346000,0 days 00:00:42.519000,0 days 00:00:24.269000,MEDIUM,13,2,McLaren,3,Bahrain,BHR25
NOR,4,24,0 days 00:01:37.983000,0 days 00:00:31.587000,0 days 00:00:42.393000,0 days 00:00:24.003000,MEDIUM,14,2,McLaren,3,Bahrain,BHR25
NOR,4,25,0 days 00:01:39.290000,0 days 00:00:32.025000,0 days 00:00:43.027000,0 days 00:00:24.238000,MEDIUM,15,2,McLaren,4,Bahrain,BHR25
NOR,4,26,0 days 00:01:38.215000,0 days 00:00:31.467000,0 days 00:00:42.659000,0 days 00:00:24.089000,MEDIUM,16,2,McLaren,4,Bahrain,BHR25
NOR,4,27,0 days 00:01:37.970000,0 days 00:00:31.320000,0 days 00:00:42.401000,0 days 00:00:24.249000,MEDIUM,17,2,McLaren,4,Bahrain,BHR25
NOR,4,28,0 days 00:01:37.949000,0 days 00:00:31.412000,0 days 00:00:42.417000,0 days 00:00:24.120000,MEDIUM,18,2,McLaren,4,Bahrain,BHR25
NOR,4,29,0 days 00:01:38.130000,0 days 00:00:31.643000,0 days 00:00:42.344000,0 days 00:00:24.143000,MEDIUM,19,2,McLaren,4,Bahrain,BHR25
NOR,4,30,0 days 00:01:37.736000,0 days 00:00:31.353000,0 days 00:00:42.291000,0 days 00:00:24.092000,MEDIUM,20,2,McLaren,4,Bahrain,BHR25
NOR,4,31,0 days 00:01:37.927000,0 days 00:00:31.346000,0 days 00:00:42.527000,0 days 00:00:24.054000,MEDIUM,21,2,McLaren,4,Bahrain,BHR25
NOR,4,36,0 days 00:01:36.505000,0 days 00:00:31.304000,0 days 00:00:41.680000,0 days 00:00:23.521000,MEDIUM,4,3,McLaren,4,Bahrain,BHR25
NOR,4,37,0 days 00:01:37.967000,0 days 00:00:32.673000,0 days 00:00:41.735000,0 days 00:00:23.559000,MEDIUM,5,3,McLaren,5,Bahrain,BHR25
NOR,4,38,0 days 00:01:35.728000,0 days 00:00:30.584000,0 days 00:00:41.696000,0 days 00:00:23.448000,MEDIUM,6,3,McLaren,4,Bahrain,BHR25
NOR,4,39,0 days 00:01:36.259000,0 days 00:00:30.981000,0 days 00:00:41.609000,0 days 00:00:23.669000,MEDIUM,7,3,McLaren,4,Bahrain,BHR25
NOR,4,40,0 days 00:01:36.121000,0 days 00:00:30.828000,0 days 00:00:41.791000,0 days 00:00:23.502000,MEDIUM,8,3,McLaren,4,Bahrain,BHR25
NOR,4,41,0 days 00:01:36.259000,0 days 00:00:30.958000,0 days 00:00:41.785000,0 days 00:00:23.516000,MEDIUM,9,3,McLaren,4,Bahrain,BHR25
NOR,4,42,0 days 00:01:36.143000,0 days 00:00:30.907000,0 days 00:00:41.753000,0 days 00:00:23.483000,MEDIUM,10,3,McLaren,4,Bahrain,BHR25
NOR,4,43,0 days 00:01:36.042000,0 days 00:00:30.781000,0 days 00:00:41.467000,0 days 00:00:23.794000,MEDIUM,11,3,McLaren,4,Bahrain,BHR25
NOR,4,44,0 days 00:01:36.452000,0 days 00:00:30.715000,0 days 00:00:41.927000,0 days 00:00:23.810000,MEDIUM,12,3,McLaren,4,Bahrain,BHR25
NOR,4,45,0 days 00:01:36.594000,0 days 00:00:30.723000,0 days 00:00:42.013000,0 days 00:00:23.858000,MEDIUM,13,3,McLaren,4,Bahrain,BHR25
NOR,4,46,0 days 00:01:37.651000,0 days 00:00:31.934000,0 days 00:00:42.047000,0 days 00:00:23.670000,MEDIUM,14,3,McLaren,4,Bahrain,BHR25
NOR,4,47,0 days 00:01:36.315000,0 days 00:00:31.013000,0 days 00:00:41.659000,0 days 00:00:23.643000,MEDIUM,15,3,McLaren,4,Bahrain,BHR25
NOR,4,48,0 days 00:01:36.579000,0 days 00:00:30.746000,0 days 00:00:41.937000,0 days 00:00:23.896000,MEDIUM,16,3,McLaren,4,Bahrain,BHR25
NOR,4,49,0 days 00:01:37.861000,0 days 00:00:31.679000,0 days 00:00:42.330000,0 days 00:00:23.852000,MEDIUM,17,3,McLaren,4,Bahrain,BHR25
NOR,4,50,0 days 00:01:37.036000,0 days 00:00:30.828000,0 days 00:00:42.352000,0 days 00:00:23.856000,MEDIUM,18,3,McLaren,4,Bahrain,BHR25
NOR,4,51,0 days 00:01:37.083000,0 days 00:00:30.834000,0 days 00:00:42.118000,0 days 00:00:24.131000,MEDIUM,19,3,McLaren,4,Bahrain,BHR25
NOR,4,52,0 days 00:01:36.325000,0 days 00:00:30.888000,0 days 00:00:41.659000,0 days 00:00:23.778000,MEDIUM,20,3,McLaren,3,Bahrain,BHR25
NOR,4,53,0 days 00:01:36.737000,0 days 00:00:31.105000,0 days 00:00:41.860000,0 days 00:00:23.772000,MEDIUM,21,3,McLaren,3,Bahrain,BHR25
NOR,4,54,0 days 00:01:37.127000,0 days 00:00:31.090000,0 days 00:00:42.040000,0 days 00:00:23.997000,MEDIUM,22,3,McLaren,3,Bahrain,BHR25
NOR,4,55,0 days 00:01:37.340000,0 days 00:00:31.016000,0 days 00:00:42.209000,0 days 00:00:24.115000,MEDIUM,23,3,McLaren,3,Bahrain,BHR25
NOR,4,56,0 days 00:01:37.727000,0 days 00:00:31.068000,0 days 00:00:42.685000,0 days 00:00:23.974000,MEDIUM,24,3,McLaren,3,Bahrain,BHR25
NOR,4,57,0 days 00:01:38.129000,0 days 00:00:31.393000,0 days 00:00:42.508000,0 days 00:00:24.228000,MEDIUM,25,3,McLaren,3,Bahrain,BHR25
LEC,16,1,0 days 00:01:41.332000,,0 days 00:00:43.164000,0 days 00:00:24.036000,MEDIUM,1,1,Ferrari,4,Bahrain,BHR25
LEC,16,2,0 days 00:01:38.048000,0 days 00:00:31.404000,0 days 00:00:42.615000,0 days 00:00:24.029000,MEDIUM,2,1,Ferrari,4,Bahrain,BHR25
LEC,16,3,0 days 00:01:38.463000,0 days 00:00:31.396000,0 days 00:00:42.837000,0 days 00:00:24.230000,MEDIUM,3,1,Ferrari,4,Bahrain,BHR25
LEC,16,4,0 days 00:01:38.273000,0 days 00:00:31.373000,0 days 00:00:42.588000,0 days 00:00:24.312000,MEDIUM,4,1,Ferrari,4,Bahrain,BHR25
LEC,16,5,0 days 00:01:38.427000,0 days 00:00:31.449000,0 days 00:00:42.592000,0 days 00:00:24.386000,MEDIUM,5,1,Ferrari,4,Bahrain,BHR25
LEC,16,6,0 days 00:01:38.784000,0 days 00:00:31.149000,0 days 00:00:43.411000,0 days 00:00:24.224000,MEDIUM,6,1,Ferrari,4,Bahrain,BHR25
LEC,16,7,0 days 00:01:38.680000,0 days 00:00:31.431000,0 days 00:00:42.843000,0 days 00:00:24.406000,MEDIUM,7,1,Ferrari,4,Bahrain,BHR25
